policy_id,customer_id,channel,policy_type,region,application_date,premium_amount,status,processing_time_hours,failure_reason,issuance_date
POL100233,23748,Mobile App,Property,West,2025-04-08 15:00:00,18316.33,Failed,,Duplicate Policy,
POL100234,51968,Online,Health,South,2025-07-19 20:00:00,12202.81,Issued,34.2,,2025-07-21 06:11:58.185423
POL100235,52562,Online,Life,West,2025-07-05 14:00:00,25695.13,Issued,40.98,,2025-07-07 06:59:03.608499
POL100236,33545,Agent/Broker,Property,East,2025-10-06 10:00:00,20739.99,Failed,,Payment Failure,
POL100237,20663,Mobile App,Property,North,2025-07-27 06:00:00,12458.97,Issued,31.81,,2025-07-28 13:48:33.600657
POL100238,54766,Agent/Broker,Health,North,2025-11-01 23:00:00,17462.14,Issued,47.81,,2025-11-03 22:48:41.214807
POL100239,27994,Online,Health,West,2025-09-10 02:00:00,14478.87,Failed,,Document Mismatch,
POL100240,48021,Mobile App,Health,East,2025-01-31 14:00:00,15997.03,Failed,,Document Mismatch,
POL100241,50303,Online,Auto,South,2025-12-15 03:00:00,7973.55,Issued,47.12,,2025-12-17 02:07:02.772691
POL100242,70647,Online,Health,West,2025-10-18 10:00:00,14034.21,Issued,30.87,,2025-10-19 16:52:26.627055
POL100243,23304,Online,Life,South,2025-02-03 06:00:00,32499.81,Issued,30.89,,2025-02-04 12:53:28.680203
POL100244,72915,Online,Life,East,2025-01-15 13:00:00,26202.6,Issued,16.58,,2025-01-16 05:34:52.979113
POL100245,74384,Online,Property,West,2025-12-07 06:00:00,16355.24,Issued,53.34,,2025-12-09 11:20:10.652909
POL100246,71005,Online,Auto,West,2025-12-03 09:00:00,9325.31,Issued,31.95,,2025-12-04 16:56:54.688058
POL100247,66576,Call Center,Health,South,2025-05-26 13:00:00,9008.71,Issued,54.03,,2025-05-28 19:01:45.444424
POL100248,59353,Online,Auto,West,2025-02-07 21:00:00,11124.39,Issued,37.78,,2025-02-09 10:46:39.886690
POL100249,37675,Online,Auto,East,2025-01-10 16:00:00,11146.74,Issued,19.25,,2025-01-11 11:14:46.920044
POL100250,72733,Online,Property,West,2025-04-25 19:00:00,13877.01,Issued,26.32,,2025-04-26 21:19:26.996080
POL100251,64417,Mobile App,Health,Central,2025-03-22 13:00:00,16846.3,Pending,,,
POL100252,43938,Online,Life,East,2025-03-12 18:00:00,32403.9,Issued,31.11,,2025-03-14 01:06:47.605030
POL100253,43664,Call Center,Auto,North,2025-02-25 06:00:00,8692.43,Issued,41.04,,2025-02-26 23:02:26.630225
POL100254,21636,Call Center,Health,South,2025-10-27 05:00:00,11738.53,Issued,64.18,,2025-10-29 21:10:45.818052
POL100255,40080,Online,Health,East,2025-04-14 08:00:00,12234.04,Issued,33.91,,2025-04-15 17:54:41.516217
POL100256,47728,Mobile App,Auto,North,2025-06-27 09:00:00,9020.28,Issued,25.69,,2025-06-28 10:41:06.842803
POL100257,69850,Online,Auto,North,2025-10-15 20:00:00,8240.13,Issued,33.69,,2025-10-17 05:41:28.580952
POL100258,46736,Mobile App,Auto,East,2025-09-14 06:00:00,8289.53,Issued,28.06,,2025-09-15 10:03:20.349789
POL100259,48673,Mobile App,Health,North,2025-04-28 08:00:00,10349.98,Issued,17.97,,2025-04-29 01:58:16.623183
POL100260,57505,Online,Property,North,2025-04-18 00:00:00,18993.74,Issued,24.39,,2025-04-19 00:23:29.772790
POL100261,67323,Online,Life,Central,2025-10-09 09:00:00,29691.83,Failed,,Duplicate Policy,
POL100262,66645,Agent/Broker,Property,West,2025-07-21 09:00:00,22402.82,Pending,,,
POL100263,20854,Mobile App,Life,Central,2025-04-06 06:00:00,20324.88,Failed,,Document Mismatch,
POL100264,44548,Online,Property,West,2025-11-13 23:00:00,11864.86,Issued,37.93,,2025-11-15 12:55:56.454175
POL100265,58623,Agent/Broker,Health,North,2025-10-30 09:00:00,13352.95,Issued,37.53,,2025-10-31 22:31:42.426610
POL100266,27392,Mobile App,Health,West,2025-10-31 15:00:00,9859.11,Issued,17.5,,2025-11-01 08:29:57.814529
POL100267,75680,Call Center,Health,Central,2025-06-29 00:00:00,14261.96,Issued,35.36,,2025-06-30 11:21:18.032867
POL100268,66717,Online,Life,South,2025-06-04 10:00:00,21422.3,Issued,22.6,,2025-06-05 08:35:51.889838
POL100269,74401,Agent/Broker,Auto,South,2025-06-06 18:00:00,8691.19,Issued,25.19,,2025-06-07 19:11:16.446564
POL100270,41556,Agent/Broker,Auto,West,2025-07-29 02:00:00,9512.39,Issued,40.59,,2025-07-30 18:35:25.228193
POL100271,70859,Online,Property,South,2025-04-21 05:00:00,15996.49,Issued,29.67,,2025-04-22 10:40:09.450123
POL100272,58559,Agent/Broker,Auto,East,2025-09-23 02:00:00,7647.91,Issued,55.19,,2025-09-25 09:11:26.955059
POL100273,46309,Mobile App,Property,South,2025-12-28 15:00:00,19887.79,Failed,,Incomplete Application,
POL100274,41919,Call Center,Life,West,2025-04-10 00:00:00,34593.16,Pending,,,
POL100275,24931,Online,Auto,North,2025-04-28 17:00:00,7379.52,Issued,17.42,,2025-04-29 10:25:07.162025
POL100276,72662,Mobile App,Health,Central,2025-08-01 03:00:00,16208.58,Issued,19.8,,2025-08-01 22:48:00.873504
POL100277,52970,Mobile App,Life,South,2025-04-25 19:00:00,25332.68,Issued,22.69,,2025-04-26 17:41:39.530767
POL100278,64215,Call Center,Auto,West,2025-11-15 18:00:00,8720.79,Issued,98.28,,2025-11-19 20:16:53.430732
POL100279,73370,Online,Life,Central,2025-10-18 19:00:00,22134.99,Pending,,,
POL100280,32688,Call Center,Life,East,2025-10-28 23:00:00,30014.48,Issued,46.99,,2025-10-30 21:59:23.355372
POL100281,45342,Call Center,Auto,North,2025-10-03 17:00:00,6245.93,Issued,53.5,,2025-10-05 22:29:54.195937
POL100282,57157,Online,Auto,Central,2025-06-15 23:00:00,9386.48,Issued,20.43,,2025-06-16 19:25:42.776531
POL100283,22327,Agent/Broker,Auto,Central,2025-07-31 23:00:00,11934.2,Issued,15.51,,2025-08-01 14:30:31.126823
POL100284,60772,Call Center,Auto,West,2025-11-22 05:00:00,10422.18,Issued,60.28,,2025-11-24 17:16:31.305387
POL100285,72083,Online,Auto,East,2025-09-10 16:00:00,11328.25,Issued,54.9,,2025-09-12 22:54:03.097352
POL100286,60545,Mobile App,Life,South,2025-03-22 04:00:00,26783.91,Issued,41.91,,2025-03-23 21:54:44.384041
POL100287,20197,Mobile App,Auto,East,2025-09-30 08:00:00,6509.47,Issued,24.66,,2025-10-01 08:39:21.473583
POL100288,43509,Online,Property,North,2025-01-02 18:00:00,13961.54,Issued,32.52,,2025-01-04 02:31:15.302544
POL100289,54698,Online,Auto,South,2025-01-09 07:00:00,5913.79,Issued,21.79,,2025-01-10 04:47:10.495719
POL100290,64542,Online,Health,East,2025-03-24 12:00:00,13217.39,Failed,,Underwriting Rejection,
POL100291,35087,Online,Health,North,2025-04-30 03:00:00,14636.8,Issued,39.43,,2025-05-01 18:25:41.771096
POL100292,42671,Mobile App,Property,Central,2025-08-16 10:00:00,15593.8,Issued,20.18,,2025-08-17 06:10:52.134748
POL100293,45184,Online,Health,Central,2025-04-16 15:00:00,13806.77,Issued,13.58,,2025-04-17 04:34:30.738697
POL100294,47848,Call Center,Auto,Central,2025-08-05 17:00:00,7652.49,Issued,76.58,,2025-08-08 21:34:37.804148
POL100295,62107,Agent/Broker,Property,Central,2025-05-29 22:00:00,11530.3,Issued,7.78,,2025-05-30 05:46:34.961516
POL100296,40666,Online,Auto,South,2025-03-02 11:00:00,8364.79,Failed,,Incomplete Application,
POL100297,64357,Agent/Broker,Auto,Central,2025-06-23 17:00:00,9105.91,Issued,28.11,,2025-06-24 21:06:26.778577
POL100298,71663,Agent/Broker,Health,South,2025-11-14 19:00:00,17833.29,Issued,54.29,,2025-11-17 01:17:12.619069
POL100299,35708,Call Center,Life,South,2025-06-22 02:00:00,24445.47,Issued,59.23,,2025-06-24 13:13:38.197127
POL100300,46370,Online,Auto,East,2025-04-20 21:00:00,9937.73,Issued,49.87,,2025-04-22 22:52:18.936507
POL100301,69811,Online,Health,Central,2025-08-03 18:00:00,16297.19,Failed,,Duplicate Policy,
POL100302,22811,Call Center,Health,West,2025-03-06 14:00:00,11619.75,Issued,67.07,,2025-03-09 09:04:00.029563
POL100303,76250,Call Center,Property,Central,2025-09-09 09:00:00,21659.17,Pending,,,
POL100304,67011,Agent/Broker,Auto,West,2025-05-28 03:00:00,7768.52,Issued,28.79,,2025-05-29 07:47:37.604158
POL100305,26546,Agent/Broker,Auto,Central,2025-10-26 15:00:00,11806.75,Issued,31.87,,2025-10-27 22:52:23.856504
POL100306,78713,Online,Health,South,2025-07-16 18:00:00,8420.71,Issued,36.87,,2025-07-18 06:52:19.601334
POL100307,54754,Mobile App,Auto,Central,2025-07-10 10:00:00,9658.71,Issued,15.17,,2025-07-11 01:09:58.870750
POL100308,50206,Online,Life,Central,2025-08-30 14:00:00,33298.52,Issued,58.35,,2025-09-02 00:21:06.234896
POL100309,61106,Online,Health,Central,2025-09-15 23:00:00,11088.58,Issued,30.6,,2025-09-17 05:36:05.109376
POL100310,31411,Agent/Broker,Life,Central,2025-05-31 11:00:00,19841.01,Issued,39.2,,2025-06-02 02:11:50.417539
POL100311,22911,Online,Life,East,2025-10-27 12:00:00,17987.37,Failed,,Underwriting Rejection,
POL100312,21734,Mobile App,Property,East,2025-06-02 02:00:00,11392.88,Issued,35.24,,2025-06-03 13:14:29.544709
POL100313,38227,Call Center,Health,South,2025-03-06 10:00:00,13613.13,Failed,,Underwriting Rejection,
POL100314,28680,Online,Property,South,2025-09-07 10:00:00,20570.01,Issued,24.05,,2025-09-08 10:02:45.048759
POL100315,39360,Call Center,Auto,West,2025-02-01 01:00:00,6004.04,Issued,58.14,,2025-02-03 11:08:09.896221
POL100316,38343,Call Center,Life,South,2025-03-01 18:00:00,19763.61,Failed,,Underwriting Rejection,
POL100317,25759,Mobile App,Health,East,2025-08-24 12:00:00,8448.99,Issued,25.19,,2025-08-25 13:11:07.127801
POL100318,43078,Online,Life,South,2025-04-25 03:00:00,23145.55,Issued,16.14,,2025-04-25 19:08:25.533746
POL100319,55153,Online,Health,West,2025-08-11 05:00:00,17243.97,Issued,13.96,,2025-08-11 18:57:35.456629
POL100320,31111,Mobile App,Life,West,2025-11-16 02:00:00,23025.76,Issued,16.66,,2025-11-16 18:39:38.657744
POL100321,57504,Online,Property,East,2025-11-06 11:00:00,15789.77,Issued,31.26,,2025-11-07 18:15:53.283111
POL100322,21802,Online,Life,South,2025-06-21 17:00:00,21079.15,Issued,54.29,,2025-06-23 23:17:19.452238
POL100323,28155,Call Center,Life,West,2025-05-07 13:00:00,19825.69,Issued,83.9,,2025-05-11 00:53:57.555373
POL100324,28120,Online,Auto,South,2025-03-29 20:00:00,6767.32,Issued,15.73,,2025-03-30 11:43:45.466098
POL100325,59384,Agent/Broker,Auto,South,2025-02-23 15:00:00,6946.77,Issued,78.6,,2025-02-26 21:35:56.385298
POL100326,67025,Online,Property,East,2025-10-18 03:00:00,12063.47,Issued,51.95,,2025-10-20 06:57:11.813396
POL100327,67254,Mobile App,Health,East,2025-01-26 07:00:00,15998.91,Issued,8.05,,2025-01-26 15:02:56.240070
POL100328,41918,Call Center,Health,South,2025-03-29 10:00:00,12981.56,Issued,68.78,,2025-04-01 06:46:44.044489
POL100329,40445,Online,Auto,Central,2025-08-25 23:00:00,9054.52,Issued,22.85,,2025-08-26 21:51:06.349152
POL100330,50306,Online,Auto,Central,2025-07-23 04:00:00,7997.76,Failed,,Document Mismatch,
POL100331,36646,Agent/Broker,Auto,North,2025-03-21 00:00:00,6948.75,Issued,60.45,,2025-03-23 12:27:13.929886
POL100332,66843,Agent/Broker,Health,North,2025-12-27 13:00:00,9301.46,Issued,33.69,,2025-12-28 22:41:32.762245
POL100333,75439,Agent/Broker,Auto,North,2025-11-11 07:00:00,6085.92,Issued,54.05,,2025-11-13 13:02:50.168168
POL100334,51065,Online,Auto,East,2025-01-27 02:00:00,6784.91,Issued,16.58,,2025-01-27 18:35:02.782251
POL100335,45199,Online,Health,South,2025-01-22 06:00:00,16561.69,Issued,40.22,,2025-01-23 22:13:27.326186
POL100336,61976,Call Center,Health,West,2025-08-16 14:00:00,10478.83,Issued,61.62,,2025-08-19 03:37:29.757043
POL100337,36371,Call Center,Auto,South,2025-07-23 22:00:00,7870.85,Issued,28.96,,2025-07-25 02:57:53.066326
POL100338,31835,Mobile App,Health,South,2025-09-22 21:00:00,13898.42,Issued,12.95,,2025-09-23 09:56:52.639237
POL100339,65936,Agent/Broker,Property,North,2025-11-16 21:00:00,16636.96,Issued,66.8,,2025-11-19 15:47:58.184489
POL100340,22049,Mobile App,Health,South,2025-12-31 02:00:00,14791.88,Issued,8.76,,2025-12-31 10:45:50.925838
POL100341,51616,Mobile App,Property,North,2025-03-24 07:00:00,12831.78,Issued,28.16,,2025-03-25 11:09:18.470699
POL100342,58191,Online,Property,South,2025-12-29 04:00:00,16788.59,Issued,58.46,,2025-12-31 14:27:18.779628
POL100343,67357,Mobile App,Auto,West,2025-04-22 02:00:00,10513.59,Issued,20.04,,2025-04-22 22:02:30.874880
POL100344,40932,Mobile App,Auto,Central,2025-09-10 00:00:00,8080.04,Issued,13.39,,2025-09-10 13:23:32.240747
POL100345,72260,Online,Health,Central,2025-08-12 20:00:00,17730.19,Issued,39.31,,2025-08-14 11:18:53.917732
POL100346,49855,Mobile App,Health,East,2025-05-18 09:00:00,13948.31,Issued,28.85,,2025-05-19 13:51:02.686072
POL100347,27158,Agent/Broker,Health,West,2025-05-24 10:00:00,14878.33,Issued,44.73,,2025-05-26 06:43:40.149099
POL100348,63016,Agent/Broker,Auto,South,2025-01-19 19:00:00,8538.16,Issued,18.99,,2025-01-20 13:59:06.892517
POL100349,27400,Mobile App,Health,West,2025-07-24 14:00:00,16635.37,Issued,22.16,,2025-07-25 12:09:41.011951
POL100350,72322,Call Center,Auto,South,2025-02-11 03:00:00,8489.52,Issued,83.27,,2025-02-14 14:15:59.483566
POL100351,62642,Online,Property,West,2025-04-06 18:00:00,21807.36,Issued,71.03,,2025-04-09 17:02:02.806775
POL100352,35151,Mobile App,Auto,West,2025-12-01 05:00:00,7567.94,Issued,3.53,,2025-12-01 08:31:47.867324
POL100353,71407,Agent/Broker,Property,Central,2025-03-27 16:00:00,20889.83,Issued,42.3,,2025-03-29 10:18:05.648118
POL100354,21154,Mobile App,Auto,West,2025-11-29 19:00:00,9691.86,Issued,21.81,,2025-11-30 16:48:27.429939
POL100355,24499,Online,Auto,East,2025-11-01 14:00:00,10713.95,Issued,53.88,,2025-11-03 19:53:05.100837
POL100356,26295,Online,Auto,South,2025-07-18 22:00:00,5841.29,Issued,34.74,,2025-07-20 08:44:38.773191
POL100357,75349,Call Center,Property,North,2025-05-30 10:00:00,13827.36,Issued,84.57,,2025-06-02 22:34:01.249089
POL100358,79040,Mobile App,Auto,West,2025-02-19 19:00:00,11021.3,Failed,,Document Mismatch,
POL100359,32183,Call Center,Health,North,2025-05-04 18:00:00,11456.0,Issued,103.42,,2025-05-09 01:25:02.626899
POL100360,49299,Mobile App,Property,Central,2025-12-13 07:00:00,19051.86,Failed,,Document Mismatch,
POL100361,32874,Agent/Broker,Health,North,2025-05-26 09:00:00,17925.01,Issued,49.09,,2025-05-28 10:05:35.583780
POL100362,70800,Agent/Broker,Auto,East,2025-02-19 16:00:00,6733.88,Issued,50.54,,2025-02-21 18:32:41.805014
POL100363,52711,Agent/Broker,Property,East,2025-04-09 14:00:00,15510.55,Issued,45.62,,2025-04-11 11:36:54.838990
POL100364,25539,Mobile App,Property,Central,2025-01-23 11:00:00,12481.52,Issued,22.6,,2025-01-24 09:35:59.921982
POL100365,62405,Mobile App,Health,East,2025-04-23 05:00:00,9881.15,Issued,25.25,,2025-04-24 06:15:08.521957
POL100366,73351,Agent/Broker,Health,South,2025-10-07 21:00:00,14477.21,Issued,42.47,,2025-10-09 15:27:55.987048
POL100367,77597,Mobile App,Property,East,2025-11-19 05:00:00,12796.51,Issued,16.91,,2025-11-19 21:54:41.877079
POL100368,68354,Mobile App,Property,West,2025-11-30 03:00:00,16291.85,Issued,30.86,,2025-12-01 09:51:48.578713
POL100369,22557,Online,Health,East,2025-10-25 18:00:00,17788.24,Issued,31.66,,2025-10-27 01:39:30.247779
POL100370,58360,Call Center,Life,South,2025-06-25 23:00:00,24162.59,Issued,29.09,,2025-06-27 04:05:25.083383
POL100371,36482,Online,Auto,Central,2025-08-19 22:00:00,11191.23,Failed,,KYC Verification Failed,
POL100372,22200,Mobile App,Auto,East,2025-04-18 14:00:00,8136.74,Issued,19.98,,2025-04-19 09:59:04.920165
POL100373,66940,Mobile App,Auto,South,2025-08-10 00:00:00,7282.34,Issued,28.67,,2025-08-11 04:40:13.202952
POL100374,22961,Mobile App,Auto,West,2025-07-01 05:00:00,7752.01,Issued,17.59,,2025-07-01 22:35:10.333796
POL100375,66975,Agent/Broker,Health,North,2025-05-27 04:00:00,9625.79,Issued,29.28,,2025-05-28 09:16:54.260076
POL100376,41357,Online,Health,North,2025-07-20 06:00:00,14918.26,Issued,28.11,,2025-07-21 10:06:47.344415
POL100377,73585,Mobile App,Auto,Central,2025-01-24 08:00:00,8857.73,Failed,,Payment Failure,
POL100378,31969,Agent/Broker,Health,Central,2025-12-02 04:00:00,14292.77,Issued,39.81,,2025-12-03 19:48:22.629794
POL100379,22869,Agent/Broker,Auto,North,2025-05-18 20:00:00,7539.79,Issued,71.11,,2025-05-21 19:06:35.296024
POL100380,70108,Online,Property,North,2025-05-29 14:00:00,18341.58,Issued,38.47,,2025-05-31 04:28:12.087106
POL100381,66760,Call Center,Property,Central,2025-03-05 12:00:00,12475.19,Issued,47.8,,2025-03-07 11:48:16.938411
POL100382,48643,Agent/Broker,Auto,North,2025-08-30 22:00:00,9775.83,Issued,45.18,,2025-09-01 19:10:54.734081
POL100383,44736,Call Center,Property,East,2025-03-12 07:00:00,11473.66,Issued,58.9,,2025-03-14 17:53:48.809012
POL100384,58467,Mobile App,Auto,South,2025-09-05 08:00:00,8161.75,Issued,16.54,,2025-09-06 00:32:15.796661
POL100385,43328,Mobile App,Health,Central,2025-02-21 01:00:00,14253.63,Issued,18.32,,2025-02-21 19:19:10.766554
POL100386,73645,Call Center,Property,South,2025-04-29 21:00:00,20763.81,Issued,49.42,,2025-05-01 22:25:10.237968
POL100387,45876,Call Center,Auto,West,2025-01-04 19:00:00,10799.46,Issued,77.46,,2025-01-08 00:27:43.982816
POL100388,41295,Mobile App,Health,West,2025-01-07 00:00:00,13458.72,Issued,17.9,,2025-01-07 17:54:04.205218
POL100389,23987,Online,Auto,East,2025-12-05 17:00:00,11253.57,Issued,28.91,,2025-12-06 21:54:41.384667
POL100390,78871,Mobile App,Auto,West,2025-07-13 22:00:00,8837.78,Issued,25.74,,2025-07-14 23:44:15.117416
POL100391,42399,Mobile App,Health,Central,2025-04-27 12:00:00,13364.8,Issued,36.06,,2025-04-29 00:03:53.978070
POL100392,66214,Online,Property,East,2025-10-11 13:00:00,19146.64,Issued,74.18,,2025-10-14 15:10:45.747553
POL100393,53986,Online,Health,East,2025-09-29 13:00:00,16826.71,Issued,29.43,,2025-09-30 18:25:51.115438
POL100394,40880,Call Center,Property,Central,2025-04-08 02:00:00,17732.6,Failed,,Underwriting Rejection,
POL100395,24735,Online,Property,North,2025-06-18 07:00:00,21830.3,Issued,36.78,,2025-06-19 19:46:47.435967
POL100396,64064,Agent/Broker,Auto,South,2025-10-02 19:00:00,7088.55,Issued,47.41,,2025-10-04 18:24:46.121209
POL100397,24555,Online,Health,Central,2025-10-04 19:00:00,17273.37,Issued,37.95,,2025-10-06 08:56:47.119159
POL100398,61914,Online,Health,North,2025-12-14 14:00:00,10527.87,Issued,52.18,,2025-12-16 18:11:01.711030
POL100399,60818,Online,Health,North,2025-04-01 11:00:00,13453.59,Issued,36.07,,2025-04-02 23:04:24.146369
POL100400,65525,Online,Auto,West,2025-08-26 17:00:00,10694.6,Failed,,Incomplete Application,
POL100401,39830,Agent/Broker,Property,East,2025-03-30 01:00:00,20119.01,Issued,76.73,,2025-04-02 05:43:32.334671
POL100402,37429,Call Center,Life,East,2025-06-20 23:00:00,23063.19,Issued,44.01,,2025-06-22 19:00:42.056138
POL100403,26893,Online,Health,West,2025-08-13 18:00:00,17864.59,Issued,31.79,,2025-08-15 01:47:22.439567
POL100404,70845,Mobile App,Health,West,2025-03-31 13:00:00,9173.79,Issued,12.07,,2025-04-01 01:04:13.408401
POL100405,34373,Mobile App,Auto,East,2025-06-18 02:00:00,5822.61,Issued,6.49,,2025-06-18 08:29:08.859508
POL100406,67333,Call Center,Health,Central,2025-04-01 13:00:00,16478.68,Pending,,,
POL100407,23436,Agent/Broker,Property,Central,2025-05-28 02:00:00,20328.23,Issued,37.65,,2025-05-29 15:39:11.263157
POL100408,28754,Mobile App,Property,Central,2025-02-26 01:00:00,19053.81,Issued,17.92,,2025-02-26 18:55:26.871941
POL100409,30677,Agent/Broker,Auto,Central,2025-03-07 14:00:00,11044.95,Issued,51.44,,2025-03-09 17:26:35.062275
POL100410,25895,Agent/Broker,Health,West,2025-03-28 20:00:00,9720.57,Issued,35.73,,2025-03-30 07:43:51.239352
POL100411,39738,Online,Health,South,2025-09-02 12:00:00,9318.6,Issued,28.88,,2025-09-03 16:52:50.171800
POL100412,50746,Mobile App,Auto,South,2025-03-30 19:00:00,11804.18,Issued,27.32,,2025-03-31 22:19:25.429917
POL100413,69377,Call Center,Auto,East,2025-07-22 13:00:00,9595.12,Issued,45.17,,2025-07-24 10:10:28.750348
POL100414,68404,Agent/Broker,Health,South,2025-07-28 21:00:00,17230.53,Issued,50.44,,2025-07-30 23:26:12.231160
POL100415,74045,Mobile App,Health,Central,2025-05-23 13:00:00,17101.85,Failed,,KYC Verification Failed,
POL100416,52352,Mobile App,Auto,West,2025-04-25 01:00:00,9780.09,Issued,26.69,,2025-04-26 03:41:36.679215
POL100417,59790,Online,Auto,Central,2025-10-19 07:00:00,9622.24,Issued,46.12,,2025-10-21 05:07:12.689904
POL100418,61919,Mobile App,Auto,North,2025-02-13 12:00:00,7903.65,Pending,,,
POL100419,25600,Agent/Broker,Auto,West,2025-09-04 17:00:00,6554.3,Issued,26.27,,2025-09-05 19:15:55.512608
POL100420,49124,Mobile App,Health,North,2025-10-28 11:00:00,14991.41,Issued,16.07,,2025-10-29 03:04:21.050131
POL100421,47643,Agent/Broker,Auto,North,2025-01-26 15:00:00,10834.31,Issued,51.84,,2025-01-28 18:50:11.955674
POL100422,60764,Call Center,Auto,East,2025-07-25 04:00:00,9085.59,Issued,80.03,,2025-07-28 12:01:49.125401
POL100423,29007,Online,Property,North,2025-11-27 23:00:00,11110.43,Issued,12.24,,2025-11-28 11:14:23.307869
POL100424,65714,Mobile App,Auto,South,2025-08-11 07:00:00,6527.47,Issued,21.38,,2025-08-12 04:22:45.843977
POL100425,76835,Mobile App,Health,South,2025-12-27 17:00:00,9378.82,Failed,,Incomplete Application,
POL100426,57410,Agent/Broker,Property,North,2025-07-19 06:00:00,18393.98,Issued,91.23,,2025-07-23 01:13:55.350068
